Key,Date,Hostname,Page Path,Page Title,Channel Group,Device Category,Views,Active Users,Sessions,Engagement Rate,Bounce Rate,Avg Engagement Seconds,Conversions,Revenue,Week Start,Loaded At
2026-07-12|www.seeedstudio.com|/blog/solutions-by-scenarios/|Cross-network|mobile,2026-07-12,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Cross-network,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-12|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Search|mobile,2026-07-12,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-12|www.seeedstudio.com|/blog/solutions-by-scenarios/|Referral|desktop,2026-07-12,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Referral,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-12|www.seeedstudio.com|/solutions-by-scenarios|Direct|desktop,2026-07-12,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Direct,desktop,1,1,1,1.0,0.0,7.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/blog/solutions-by-scenarios/|Direct|mobile,2026-07-13,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Direct,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|mobile,2026-07-13,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/solutions-by-scenarios|Organic Search|mobile,2026-07-13,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Organic Search,mobile,1,1,1,1.0,0.0,6.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/blog/solutions-by-scenarios/|Cross-network|mobile,2026-07-14,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Cross-network,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Search|mobile,2026-07-14,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/blog/solutions-by-scenarios/|Referral|desktop,2026-07-14,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Referral,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/blog/solutions-by-scenarios/|Display|desktop,2026-07-15,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Display,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|mobile,2026-07-15,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Search|mobile,2026-07-15,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/blog/solutions-by-scenarios/|Unassigned|mobile,2026-07-15,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Unassigned,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/solutions-by-scenarios|Unassigned|mobile,2026-07-15,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Unassigned,mobile,1,1,1,1.0,0.0,35.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|desktop,2026-07-16,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Social|mobile,2026-07-16,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Social,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Shopping|mobile,2026-07-16,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Shopping,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/blog/solutions-by-scenarios/|Referral|mobile,2026-07-16,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Referral,mobile,1,1,1,1.0,0.0,19.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/blog/solutions-by-scenarios/|Unassigned|mobile,2026-07-16,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Unassigned,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/solutions-by-scenarios|Organic Social|mobile,2026-07-16,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Organic Social,mobile,1,1,1,1.0,0.0,62.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-17|www.seeedstudio.com|/blog/solutions-by-scenarios/|Email|desktop,2026-07-17,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Email,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-17|www.seeedstudio.com|/blog/solutions-by-scenarios/|Unassigned|mobile,2026-07-17,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Unassigned,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-18|www.seeedstudio.com|/blog/solutions-by-scenarios/|Direct|mobile,2026-07-18,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Direct,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-18|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|mobile,2026-07-18,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-18|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Search|mobile,2026-07-18,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-18|www.seeedstudio.com|/blog/solutions-by-scenarios/|Referral|mobile,2026-07-18,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Referral,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-19|www.seeedstudio.com|/blog/solutions-by-scenarios/|Paid Search|mobile,2026-07-19,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Paid Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-19|www.seeedstudio.com|/solutions-by-scenarios|Email|desktop,2026-07-19,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Email,desktop,1,1,1,1.0,0.0,6.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-20|www.seeedstudio.com|/blog/solutions-by-scenarios/|Email|mobile,2026-07-20,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Email,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-21|www.seeedstudio.com|/solutions-by-scenarios|Direct|mobile,2026-07-21,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Direct,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-22|www.seeedstudio.com|/blog/solutions-by-scenarios/|Unassigned|desktop,2026-07-22,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Unassigned,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-22|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-22,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,1,1,1,0.0,1.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/blog/solutions-by-scenarios/|Direct|mobile,2026-07-23,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Direct,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|desktop,2026-07-23,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/solutions/intelligent-video-analytics|Email|mobile,2026-07-23,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Email,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/solutions/intelligent-video-analytics|Email|mobile,2026-07-23,www.seeedstudio.com,/solutions/intelligent-video-analytics,インテリジェントビデオ分析 - ソリューション,Email,mobile,1,1,2,0.5,0.5,1.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-25|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|desktop,2026-07-25,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-25|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|mobile,2026-07-25,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-25|www.seeedstudio.com|/blog/solutions-by-scenarios/|Referral|desktop,2026-07-25,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Referral,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-25|www.seeedstudio.com|/solutions-by-scenarios|Direct|mobile,2026-07-25,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Direct,mobile,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-26|www.seeedstudio.com|/blog/solutions-by-scenarios/|Organic Search|desktop,2026-07-26,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Organic Search,desktop,1,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-27|www.seeedstudio.com|/blog/solutions-by-scenarios/|Unassigned|desktop,2026-07-27,www.seeedstudio.com,/blog/solutions-by-scenarios/,Solutions by Scenarios - Latest News from Seeed Studio,Unassigned,desktop,1,1,1,0.0,1.0,12.0,0,0.0,2026-07-27,2026-07-28 08:59:06
2026-07-27|www.seeedstudio.com|/solutions-by-scenarios|Cross-network|desktop,2026-07-27,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Cross-network,desktop,1,1,1,0.0,1.0,0.0,0,0.0,2026-07-27,2026-07-28 08:59:06
2026-07-27|www.seeedstudio.com|/solutions-by-scenarios|Unassigned|desktop,2026-07-27,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Unassigned,desktop,1,1,1,0.0,1.0,13.0,0,0.0,2026-07-27,2026-07-28 08:59:06
2026-07-02|www.seeedstudio.com|/solutions-by-scenarios|Unassigned|desktop,2026-07-02,www.seeedstudio.com,/solutions-by-scenarios,Решения по сценариям,Unassigned,desktop,0,1,1,1.0,0.0,7.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-07|www.seeedstudio.com|/solutions-by-scenarios|Unassigned|mobile,2026-07-07,www.seeedstudio.com,/solutions-by-scenarios,Lösungen durch Szenarien,Unassigned,mobile,0,1,1,1.0,0.0,25.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-08|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-08,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,0,1,1,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-10|www.seeedstudio.com|/solutions-by-scenarios|Paid Search|mobile,2026-07-10,www.seeedstudio.com,/solutions-by-scenarios,Lösningar per scenario,Paid Search,mobile,0,1,1,1.0,0.0,66.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-11|www.seeedstudio.com|/solutions-by-scenarios|Paid Search|desktop,2026-07-11,www.seeedstudio.com,/solutions-by-scenarios,Rozwiązania według scenariuszy,Paid Search,desktop,0,1,1,1.0,0.0,49.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-17|www.seeedstudio.com|/solutions-by-scenarios|Unassigned|desktop,2026-07-17,www.seeedstudio.com,/solutions-by-scenarios,Solutions by Scenarios,Unassigned,desktop,0,1,1,0.0,1.0,2.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-24|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-24,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,0,1,1,1.0,0.0,4.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/solutions/smart-warehouse-management|Paid Search|desktop,2026-07-23,www.seeedstudio.com,/solutions/smart-warehouse-management,404 Page not found,Paid Search,desktop,4,1,1,1.0,0.0,5.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-24|www.seeedstudio.com|/solutions/smart-warehouse-management|Organic Search|desktop,2026-07-24,www.seeedstudio.com,/solutions/smart-warehouse-management,404 Page not found,Organic Search,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-05|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-05,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,19,2,5,0.8,0.2,19.8,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-04|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-04,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,5,1,2,0.5,0.5,1.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-07|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-07,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,4,1,2,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/intelligent-video-analytics|Organic Social|mobile,2026-07-13,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Organic Social,mobile,4,1,1,1.0,0.0,2.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-20|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-20,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,4,2,2,1.0,0.0,99.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-21|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-21,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,4,2,2,1.0,0.0,1.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-23|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-23,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,4,2,3,0.6666666666666666,0.3333333333333333,15.33,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-10|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-10,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,3,1,1,1.0,0.0,3.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-11|www.seeedstudio.com|/intelligent-video-analytics|Direct|mobile,2026-07-11,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Direct,mobile,3,1,1,1.0,0.0,32.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-17|www.seeedstudio.com|/intelligent-video-analytics|Organic Search|mobile,2026-07-17,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Organic Search,mobile,3,1,2,0.5,0.5,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-06-30|www.seeedstudio.com|/intelligent-video-analytics|Organic Search|mobile,2026-06-30,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Organic Search,mobile,2,1,1,1.0,0.0,22.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-06-30|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-06-30,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,2.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-06-30|www.seeedstudio.com|/solutions/intelligent-video-analytics|Unassigned|desktop,2026-06-30,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Unassigned,desktop,2,1,1,1.0,0.0,11.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-02|www.seeedstudio.com|/intelligent-video-analytics|Direct|desktop,2026-07-02,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Direct,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-02|www.seeedstudio.com|/intelligent-video-analytics|Direct|mobile,2026-07-02,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Direct,mobile,2,1,1,1.0,0.0,82.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-02|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-02,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-03|www.seeedstudio.com|/intelligent-video-analytics|Email|mobile,2026-07-03,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Email,mobile,2,2,2,1.0,0.0,20.0,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-03|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-03,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,2,2,2,1.0,0.0,37.5,0,0.0,2026-06-29,2026-07-28 08:59:06
2026-07-06|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-06,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-07|www.seeedstudio.com|/solutions/intelligent-video-analytics|AI Assistant|desktop,2026-07-07,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,AI Assistant,desktop,2,1,1,1.0,0.0,32.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-07|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-07,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,2,1,1,1.0,0.0,1.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-07|www.seeedstudio.com|/solutions/intelligent-video-analytics|Referral|desktop,2026-07-07,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Referral,desktop,2,1,2,1.0,0.0,0.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-10|www.seeedstudio.com|/solutions/intelligent-video-analytics|Referral|desktop,2026-07-10,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Referral,desktop,2,1,1,1.0,0.0,30.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-11|www.seeedstudio.com|/intelligent-video-analytics|Paid Search|mobile,2026-07-11,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Paid Search,mobile,2,1,1,1.0,0.0,60.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-11|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-11,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,66.0,0,0.0,2026-07-06,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/intelligent-video-analytics|Cross-network|mobile,2026-07-13,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Cross-network,mobile,2,1,1,1.0,0.0,71.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/intelligent-video-analytics|Organic Search|mobile,2026-07-13,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Organic Search,mobile,2,1,2,0.5,0.5,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-13|www.seeedstudio.com|/solutions/intelligent-video-analytics|Display|desktop,2026-07-13,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Display,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-14,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,1.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/solutions/intelligent-video-analytics|Display|desktop,2026-07-14,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Display,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/solutions/intelligent-video-analytics|Organic Search|desktop,2026-07-14,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Organic Search,desktop,2,1,1,1.0,0.0,1.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-14|www.seeedstudio.com|/solutions/intelligent-video-analytics|Paid Search|desktop,2026-07-14,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Paid Search,desktop,2,1,1,1.0,0.0,10.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/intelligent-video-analytics|Direct|mobile,2026-07-15,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Direct,mobile,2,1,1,1.0,0.0,15.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-15,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,2.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-15|www.seeedstudio.com|/solutions/intelligent-video-analytics|Display|desktop,2026-07-15,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Display,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/intelligent-video-analytics|Organic Search|mobile,2026-07-16,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Organic Search,mobile,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-16|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-16,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,4.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-17|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-17,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,6.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-18|www.seeedstudio.com|/solutions/intelligent-video-analytics|Paid Search|desktop,2026-07-18,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Paid Search,desktop,2,1,1,1.0,0.0,70.0,0,0.0,2026-07-13,2026-07-28 08:59:06
2026-07-22|www.seeedstudio.com|/solutions/intelligent-video-analytics|Referral|desktop,2026-07-22,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Referral,desktop,2,1,1,1.0,0.0,8.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-26|www.seeedstudio.com|/intelligent-video-analytics|Unassigned|mobile,2026-07-26,www.seeedstudio.com,/intelligent-video-analytics,Intelligent Video Analytics,Unassigned,mobile,2,1,1,1.0,0.0,29.0,0,0.0,2026-07-20,2026-07-28 08:59:06
2026-07-26|www.seeedstudio.com|/solutions/intelligent-video-analytics|Direct|desktop,2026-07-26,www.seeedstudio.com,/solutions/intelligent-video-analytics,Intelligent Video Analytics - solution,Direct,desktop,2,1,1,1.0,0.0,0.0,0,0.0,2026-07-20,2026-07-28 08:59:06
